gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name
2587,BCR,94672,PDLIM5
2587,BCR,88200,SNTA1
2587,BCR,37,UGT1A7
2587,BCR,43657,RO60
2587,BCR,81541,PGLS
2587,BCR,80273,ZP3
2587,BCR,33863,PGAP2
2587,BCR,59625,EGR3
2587,BCR,13551,CCL23
2587,BCR,62856,CPSF1
2587,BCR,88582,SNX10
2587,BCR,82839,RPL35
2587,BCR,62936,CXCR3
2587,BCR,73727,SETMAR
2587,BCR,10342,CTDSPL
2587,BCR,11474,CTSB
2587,BCR,21699,SORBS1
2587,BCR,15882,CRCP
2587,BCR,21057,FLT3LG
2587,BCR,37934,CLTC
2587,BCR,710,FKBP11
2587,BCR,82994,RPL21
2587,BCR,61961,CALM1
2587,BCR,77632,FZD8
2587,BCR,79583,FCN3
2587,BCR,24279,IL4
2587,BCR,19236,CNR1
2587,BCR,6164,CXCR4
2587,BCR,43236,PRKCQ
2587,BCR,96246,FOSL1
2587,BCR,84015,OR2F1
2587,BCR,76713,KCNJ13
2587,BCR,89852,TRIM24
2587,BCR,2478,CA2
2587,BCR,11326,PLEKHM1
2587,BCR,46560,SP100
2587,BCR,83386,CAPN6
2587,BCR,32437,PLOD2
2587,BCR,77755,SV2B
2587,BCR,79369,CLTA
2587,BCR,72979,RCAN1
2587,BCR,73618,CELF2
2587,BCR,2045,GLIPR1
2587,BCR,23585,PDE6C
2587,BCR,37714,CRYBB2
2587,BCR,45782,UTP14A
2587,BCR,38832,SPTB
2587,BCR,8435,SLC50A1
2587,BCR,63413,CUX1
2587,BCR,88849,IFI16
2587,BCR,18947,CALU
2587,BCR,7975,SKP1
2587,BCR,25557,RPL5
2587,BCR,20612,RPL36A
2609,EDA2R,50834,NRAS
2609,EDA2R,60732,KRAS
2609,EDA2R,68063,HRAS
2649,MRPL47,40136,RFC4
2649,MRPL47,80095,NDUFB5
2649,MRPL47,33598,BRCA1
2650,TLE4,85205,TRIP13
2683,NIPBL,31227,PARP1
2712,CNBD2,22645,DCHS1
2716,NPAS4,55035,PTEN
2720,NCAPD3,94125,PPP2R1B
2720,NCAPD3,71200,UBE2C
2720,NCAPD3,17457,CCNF
2724,PKLR,15507,PRSS8
2732,SYPL2,60732,KRAS
2762,LAPTM4B,73675,NTRK3
2762,LAPTM4B,36922,PTGS1
2762,LAPTM4B,92168,TMX3
2762,LAPTM4B,14672,ORM1
2762,LAPTM4B,94654,SLC22A2
2762,LAPTM4B,48812,NTRK1
2762,LAPTM4B,69468,SLC22A1
2762,LAPTM4B,35301,RET
2762,LAPTM4B,78342,PDGFRB
2762,LAPTM4B,65860,PDGFRA
2762,LAPTM4B,79196,UTRN
2763,TBCB,46547,ZNF830
2763,TBCB,52590,VPS72
2810,ZNF263,16883,ZNF500
2823,GP5,96301,TP53
2836,C11orf68,52041,CD59
2838,PCDHGA10,49211,PCDHGB3
2838,PCDHGA10,36614,PCDHGB2
2838,PCDHGA10,58238,PCDHGC5
2838,PCDHGA10,82239,TFG
2838,PCDHGA10,11771,PCDHGB5
2869,MAGI1,96301,TP53
2891,IFRD1,78566,UBE2H
2901,BIRC7,33598,BRCA1
2901,BIRC7,30092,NAE1
2904,TUBGCP5,46547,ZNF830
2904,TUBGCP5,60732,KRAS
2925,H3C4,41560,H3C6
2926,ABI3,68063,HRAS
2926,ABI3,60732,KRAS
2926,ABI3,50834,NRAS
2952,ADK,2982,SGMS1
2965,EPHA6,29736,SCAMP4
2965,EPHA6,95355,SSBP4
2965,EPHA6,86716,P3H1
2969,MTPAP,59973,TTC4
2969,MTPAP,46190,NSUN6
2969,MTPAP,52601,RPL10
2969,MTPAP,42385,NACA
2970,PCNA,48800,DHX9
2970,PCNA,96301,TP53
2970,PCNA,80862,ZWINT
2970,PCNA,84577,CENPA
2975,SCN8A,60732,KRAS
2982,SGMS1,10799,PTAR1
2986,RRP9,60732,KRAS
3019,EIF5A2,50834,NRAS
3019,EIF5A2,96301,TP53
3019,EIF5A2,60732,KRAS
3019,EIF5A2,68063,HRAS
3029,MCM6,50834,NRAS
3089,SLITRK3,33598,BRCA1
3089,SLITRK3,55035,PTEN
3105,PABPC1,56805,VAMP3
3105,PABPC1,33598,BRCA1
3124,MED15,63211,TRMT2A
3131,HOXA13,46130,BRCA2
3155,KLK6,86931,KLK7
3165,PTBP2,66412,ZRANB2
3165,PTBP2,88540,TUT4
3165,PTBP2,42756,ZNF644
3165,PTBP2,42041,SASS6
3165,PTBP2,225,ZMYM4
3169,BCLAF1,94275,HNRNPA3
3169,BCLAF1,31065,TCP1
3169,BCLAF1,90548,SHPRH
3183,LPP,1909,TNFRSF1A
3183,LPP,84328,STRN4
3183,LPP,63314,TIPIN
3183,LPP,44669,SLC29A2
3183,LPP,23595,NCEH1
3183,LPP,95052,PTBP1
3183,LPP,16194,TM4SF1
3183,LPP,38552,SIGMAR1
3183,LPP,66308,NADK
3183,LPP,14572,OSMR
3183,LPP,53056,WWTR1
3192,CTNNA1,93649,GNS
3192,CTNNA1,46692,PLK2
3192,CTNNA1,68063,HRAS
3192,CTNNA1,76513,MGAT4B
3192,CTNNA1,50834,NRAS
3192,CTNNA1,60732,KRAS
3200,MUC17,60732,KRAS
3200,MUC17,50834,NRAS
3219,SNORA72,19925,UBR5
3245,HLA-DRA,48812,NTRK1
3245,HLA-DRA,36922,PTGS1
3245,HLA-DRA,14672,ORM1
3245,HLA-DRA,94654,SLC22A2
3245,HLA-DRA,78342,PDGFRB
3245,HLA-DRA,30949,KIT
3245,HLA-DRA,69468,SLC22A1
3245,HLA-DRA,65860,PDGFRA
3245,HLA-DRA,35301,RET
3270,PPP3R1,60732,KRAS
3294,PLA2G2E,61622,MSH2
3294,PLA2G2E,48799,RADIL
3294,PLA2G2E,55083,TST
3294,PLA2G2E,76387,ZNF716
3300,BPTF,45096,PPM1D
3300,BPTF,67037,RPL38
3300,BPTF,50976,NOL11
3300,BPTF,3982,POLG2
3300,BPTF,82035,ZNF652
3300,BPTF,10095,DDX42
3300,BPTF,91595,MED13
3300,BPTF,83344,PHIP
3300,BPTF,90442,COIL
3303,ZC3HAV1L,60732,KRAS
3314,CSPP1,23192,RBM12B
3316,PDSS2,59973,TTC4
3336,CEP250,30092,NAE1
3351,ATXN10,12292,MED23
3351,ATXN10,59973,TTC4
3351,ATXN10,80248,MTRES1
3351,ATXN10,82217,CTNNBL1
3351,ATXN10,21812,DAGLB
3351,ATXN10,76566,INTS5
3351,ATXN10,41173,EIF3M
3351,ATXN10,18243,C14orf178
3351,ATXN10,55922,POLR2K
3351,ATXN10,25557,RPL5
3351,ATXN10,42288,MTBP
3351,ATXN10,42385,NACA
3351,ATXN10,1275,TUBGCP3
3361,NSMCE1,2763,TBCB
3375,ATM,30092,NAE1
3375,ATM,52831,SESN2
3375,ATM,9758,EGFR
3375,ATM,54395,PMS2
3375,ATM,32538,MT1X
3375,ATM,35001,RPL13A
3375,ATM,26072,CETN2
3375,ATM,18894,UNG
3375,ATM,8502,RAD9A
3375,ATM,84858,NHP2
3375,ATM,90671,POLD1
3375,ATM,33264,CDK9
3375,ATM,54138,RAD51
3375,ATM,44340,RELA
3375,ATM,20157,H4C1
3375,ATM,47539,TNFRSF10B
3375,ATM,28733,PRKCA
3375,ATM,38340,NLRP2
3375,ATM,43783,MAP3K4
3375,ATM,73372,CHEK1
3375,ATM,43382,EVPL
3375,ATM,43789,PTPN11
3375,ATM,95544,BID
3375,ATM,254,CDK4
3375,ATM,54118,IGHMBP2
3375,ATM,66733,KDM6A
3375,ATM,20245,HUS1
3375,ATM,46031,PTGFR
3375,ATM,90181,IGF1R
3375,ATM,32600,CDK1
3375,ATM,63848,CFI
3375,ATM,74282,SMO
3375,ATM,87385,EDA
3375,ATM,19296,BIRC5
3375,ATM,53188,SETD2
3375,ATM,82848,TIPARP
3375,ATM,71406,CDK2
3375,ATM,37330,MRE11
3375,ATM,41830,FNTA
3375,ATM,32739,RAD50
3375,ATM,22595,FEN1
3375,ATM,55035,PTEN
3375,ATM,19137,MYC
3375,ATM,86335,CHEK2
3375,ATM,55604,RBX1
3375,ATM,45096,PPM1D
3375,ATM,73856,MAPK12
3375,ATM,52701,IGF1
3375,ATM,29297,USP1
3375,ATM,25009,CDK6
3375,ATM,23305,ERCC1
3375,ATM,27772,XRCC2
3375,ATM,55810,PRKDC
3375,ATM,7059,WRAP53
3375,ATM,57307,GTF2H1
3375,ATM,48973,H2AC8
3375,ATM,69070,POLD4
3375,ATM,69057,POLR2A
3375,ATM,1393,POLM
3375,ATM,58426,RAD23B
3375,ATM,85188,PIK3CA
3375,ATM,93727,SSBP1
3375,ATM,34769,MDM2
3375,ATM,19198,POLE
3375,ATM,13272,ZBTB32
3375,ATM,68584,IGFBP3
3375,ATM,86177,MTOR
3375,ATM,31227,PARP1
3375,ATM,36974,DNTT
3375,ATM,66175,VHL
3375,ATM,74199,PARP2
3375,ATM,30192,RRM1
3375,ATM,92974,XRCC3
3375,ATM,20547,KDR
3375,ATM,15507,PRSS8
3375,ATM,96301,TP53
3375,ATM,92091,GRB2
3375,ATM,33598,BRCA1
3375,ATM,90465,TPSAB1
3375,ATM,82758,HMGCR
3375,ATM,46130,BRCA2
3400,OTUD7B,16194,TM4SF1
3401,PCLO,83912,PLEKHA8P1
3405,MED21,30092,NAE1
3405,MED21,43763,SELENOT
3405,MED21,33777,TBL1XR1
3405,MED21,11479,TPM2
3405,MED21,83660,RIDA
3422,IRF6,61460,SOX13
3422,IRF6,87164,GRHL3
3485,MZB1,30092,NAE1
3489,GPR33,50834,NRAS
3489,GPR33,60732,KRAS
3489,GPR33,68063,HRAS
3499,EPHA8,43405,TLR5
3499,EPHA8,16368,SNX9
3515,RNF213,53604,MAP4
3515,RNF213,82030,CYP3A7
3515,RNF213,45411,CYP2C9
3515,RNF213,11618,SLCO1B3
3515,RNF213,7302,NR1I2
3515,RNF213,7268,CYP1B1
3515,RNF213,73009,CYP19A1
3515,RNF213,66037,MAPT
3515,RNF213,92325,TUBB1
3515,RNF213,16152,MAP2
3515,RNF213,84094,CYP2C8
3515,RNF213,21067,CYP3A5
3515,RNF213,33542,CYP3A4
3524,GTF3C4,23143,SUMO1
3524,GTF3C4,31168,MRPS2
3524,GTF3C4,61111,ENTR1
3524,GTF3C4,58426,RAD23B
3524,GTF3C4,19137,MYC
3524,GTF3C4,84474,RPE
3524,GTF3C4,59570,PNO1
3524,GTF3C4,79675,SURF6
3524,GTF3C4,17340,SURF2
3524,GTF3C4,38837,CD46
3524,GTF3C4,40754,GTF3C3
3555,CARD16,30092,NAE1
3572,SMPDL3A,55035,PTEN
3579,OVOL2,33658,CLDN3
3586,GPC6,61256,LRCH4
3600,GCK,4307,MMP14
3600,GCK,9419,MAPK3
3600,GCK,59689,SSRP1
3600,GCK,88859,SRC
3600,GCK,12970,TK1
3600,GCK,59248,U2AF2
3600,GCK,90057,ITGB7
3600,GCK,28733,PRKCA
3600,GCK,64034,KSR1
3617,HEATR1,60732,KRAS
3617,HEATR1,50834,NRAS
3617,HEATR1,68063,HRAS
3666,CDC25C,33190,KIF20A
3666,CDC25C,88439,NDC80
3666,CDC25C,71027,PTPA
3666,CDC25C,37901,PML
3666,CDC25C,68069,CCNA2
3666,CDC25C,74301,PLK4
3666,CDC25C,14542,E2F1
3666,CDC25C,23873,HMMR
3666,CDC25C,96301,TP53
3666,CDC25C,26438,MCM7
3666,CDC25C,27851,NPRL2
3666,CDC25C,73372,CHEK1
3666,CDC25C,72197,MDM4
3666,CDC25C,86335,CHEK2
3666,CDC25C,30092,NAE1
3676,MID1,60732,KRAS
3676,MID1,50834,NRAS
3717,PLIN2,68063,HRAS
3717,PLIN2,50834,NRAS
3717,PLIN2,60732,KRAS
3723,KDM3A,89024,MATR3
3731,C20orf27,42387,FETUB
3776,REXO5,67097,KIF15
3776,REXO5,41857,NEK2
3789,CABP1,40245,FKBP8
3797,PTCH1,96301,TP53
3801,OLFM4,94828,TNF
3809,PCDHA9,91428,PCDHAC1
3809,PCDHA9,7587,PCDHAC2
3834,DNAJC11,60732,KRAS
3834,DNAJC11,68063,HRAS
3834,DNAJC11,50834,NRAS
3847,SNRK,89712,TYMS
3880,TKFC,81221,PTPN12
3896,MROH5,60732,KRAS
3896,MROH5,68063,HRAS
3896,MROH5,50834,NRAS
3912,GPR68,45481,PRB3
3913,MKRN2,5979,NR2C2
3925,FAM3C,50834,NRAS
3925,FAM3C,60732,KRAS
3925,FAM3C,68063,HRAS
3925,FAM3C,30092,NAE1
3982,POLG2,51483,PTCD3
3982,POLG2,18548,RPL23
4003,CALY,28302,EMX1
4006,POLK,60732,KRAS
4032,C11orf24,3944,WDR49
4032,C11orf24,82653,TNFSF18
4037,ITPRIP,10946,MYBL2
4039,PPL,93487,KDF1
4039,PPL,90866,TINAGL1
4049,NPM3,43185,PHB2
4068,EZH1,15569,SYNRG
4068,EZH1,42933,MAPK8IP3
4069,GPSM2,19137,MYC
4073,KCNA3,68194,PRKCZ
4081,IPO4,60629,NID1
4081,IPO4,86996,RTP1
4082,SLC17A7,60732,KRAS
4153,LOC260339,50834,NRAS
4161,GNB4,96301,TP53
4161,GNB4,33598,BRCA1
4161,GNB4,93418,HDAC1
4163,SELENOF,54702,YAF2
4163,SELENOF,65391,CLINT1
4163,SELENOF,74717,B4GAT1
4163,SELENOF,53989,KLHL12
4168,ZNF260,60732,KRAS
4190,MFF,68063,HRAS
4190,MFF,60732,KRAS
4190,MFF,50834,NRAS
4191,TAF5,10764,TRA2B
4191,TAF5,22980,SP4
4191,TAF5,60732,KRAS
4191,TAF5,4533,YEATS4
4199,RNASE1,44949,TRIB3
4206,BRD8,60311,IL6
4207,ATP6AP2,84850,LAMP2
4207,ATP6AP2,57712,DCTN4
4207,ATP6AP2,36848,UGP2
4207,ATP6AP2,78912,IL13RA1
4242,OR2T10,55035,PTEN
4250,E4F1,31787,PKD1
4250,E4F1,21803,MRPS34
4250,E4F1,20255,CAPN15
4250,E4F1,55988,PGP
4250,E4F1,74679,UBN1
4250,E4F1,16883,ZNF500
4250,E4F1,85699,GTF3C1
4250,E4F1,73013,TSC2
4250,E4F1,30092,NAE1
4250,E4F1,46685,MAZ
4250,E4F1,33955,PDPK1
4250,E4F1,72554,SPSB3
4250,E4F1,32318,USP7
4250,E4F1,32673,RNPS1
4250,E4F1,40274,TELO2
4265,LRRN1,50834,NRAS
4290,CXXC4,60732,KRAS
4290,CXXC4,68063,HRAS
4290,CXXC4,50834,NRAS
4298,FAHD2A,30092,NAE1
4307,MMP14,93935,NPR1
4307,MMP14,55810,PRKDC
4307,MMP14,59492,PLA2G4C
4307,MMP14,58307,MMP2
4320,GIPC1,57919,LAMA5
4320,GIPC1,57881,KRT80
4320,GIPC1,71,NR2F6
4353,DMP1,31672,POLH
4353,DMP1,50887,KMT2D
4353,DMP1,47831,XYLB
4353,DMP1,14227,CSH1
4353,DMP1,41064,KMT2B
4353,DMP1,20918,POLQ
4353,DMP1,85131,ROS1
4353,DMP1,19137,MYC
4375,ARHGAP31,33950,MAST2
4375,ARHGAP31,10946,MYBL2
4375,ARHGAP31,55928,SP8
4402,MOGAT2,30092,NAE1
4414,SNX2,60732,KRAS
4414,SNX2,85040,TMEM230
4414,SNX2,29430,RAB1A
4414,SNX2,38997,LMAN1
4414,SNX2,76869,DNM1L
4414,SNX2,34557,COPS5
4414,SNX2,11354,UBC
4414,SNX2,10363,TRIM23
4420,MECP2,33598,BRCA1
4442,MAML1,94654,SLC22A2
4442,MAML1,48812,NTRK1
4442,MAML1,14672,ORM1
4442,MAML1,36922,PTGS1
4442,MAML1,35301,RET
4442,MAML1,69468,SLC22A1
4442,MAML1,65860,PDGFRA
4442,MAML1,78342,PDGFRB
4447,PCDH18,62048,PTCD1
4464,DAP,30092,NAE1
4489,PPP1R3F,84722,TSC22D2
4510,HOXD12,93532,GRM4
4533,YEATS4,33598,BRCA1
4533,YEATS4,39784,NACA4P
4543,HTATIP2,30092,NAE1
4543,HTATIP2,61372,TPO
4561,BCORL1,50834,NRAS
4561,BCORL1,70365,CRISP3
4561,BCORL1,68063,HRAS
4574,RNF126,63666,UQCR11
4574,RNF126,62699,SGTA
4574,RNF126,59795,SLC39A3
4574,RNF126,32840,TIMM44
4574,RNF126,75985,THOP1
4599,IMPDH2,29727,PTTG1
4599,IMPDH2,8808,KCTD10
4599,IMPDH2,54213,RPL14
4599,IMPDH2,21845,SKA3
4605,PLSCR2,86237,ZNF581
4616,PTPN23,76841,ARMH3
4624,TMEM259,4574,RNF126
4639,CSNK1G1,50834,NRAS
4639,CSNK1G1,68063,HRAS
4639,CSNK1G1,60732,KRAS
4677,SUCLA2,11090,DLD
4680,LRRN4CL,50834,NRAS
4684,SNIP1,69303,TRMT5
4684,SNIP1,59973,TTC4
4684,SNIP1,52590,VPS72
4684,SNIP1,1275,TUBGCP3
4688,THPO,33598,BRCA1
4689,MESP2,30092,NAE1
4710,ADAMTS8,55390,APOA2
4723,ANAPC13,59671,MED28
4723,ANAPC13,51251,OGFOD1
4723,ANAPC13,13685,PNN
4723,ANAPC13,64958,RPL28
4723,ANAPC13,28217,LEO1
4723,ANAPC13,2031,GNL3L
4723,ANAPC13,94478,NUP54
4723,ANAPC13,1822,REXO2
4723,ANAPC13,8808,KCTD10
4723,ANAPC13,2058,MPHOSPH6
4723,ANAPC13,14417,ROMO1
4723,ANAPC13,82427,MRPS30
4723,ANAPC13,64205,EXOSC9
4723,ANAPC13,68920,SDHC
4723,ANAPC13,65499,PELO
4723,ANAPC13,1275,TUBGCP3
4723,ANAPC13,76170,RTF1
4723,ANAPC13,10764,TRA2B
4723,ANAPC13,34557,COPS5
4723,ANAPC13,25029,RBBP8
4723,ANAPC13,21845,SKA3
4723,ANAPC13,57712,DCTN4
4723,ANAPC13,20612,RPL36A
4723,ANAPC13,53172,EIF3C
4723,ANAPC13,47715,AURKA
4723,ANAPC13,35315,GNPAT
4723,ANAPC13,63277,CKAP5
4723,ANAPC13,76941,NAA50
4723,ANAPC13,90373,UMPS
4723,ANAPC13,29727,PTTG1
4723,ANAPC13,27084,MICOS10-NBL1
4723,ANAPC13,41117,MBTPS2
4723,ANAPC13,1500,COPS2
4723,ANAPC13,4599,IMPDH2
4723,ANAPC13,28621,ZNF574
4723,ANAPC13,53198,ATP1A1
4723,ANAPC13,10146,PPP2R1A
4723,ANAPC13,44449,CEP63
4723,ANAPC13,19212,ELP4
4723,ANAPC13,79854,DHODH
4723,ANAPC13,32715,CAPZB
4723,ANAPC13,68656,CEP152
4723,ANAPC13,32265,NUBP1
4723,ANAPC13,12892,BOD1L1
4723,ANAPC13,57642,HBS1L
4723,ANAPC13,88551,SAP18
4723,ANAPC13,70059,CMAS
4723,ANAPC13,25983,CENPW
4723,ANAPC13,14470,TAZ
4723,ANAPC13,68023,PAFAH1B1
4723,ANAPC13,20245,HUS1
4723,ANAPC13,52353,COPS4
4723,ANAPC13,76063,SMNDC1
4723,ANAPC13,92070,CDC23
4723,ANAPC13,63314,TIPIN
4723,ANAPC13,45876,CDC26
4723,ANAPC13,39508,CENPK
4723,ANAPC13,90671,POLD1
4723,ANAPC13,39685,POLN
4723,ANAPC13,87791,CENPM
4723,ANAPC13,29660,RBM25
4723,ANAPC13,50407,NOL9
4723,ANAPC13,47703,DICER1
4723,ANAPC13,52526,ARL2
4733,NR3C1,61622,MSH2
4759,RGS19,11726,ROCK1
4759,RGS19,33598,BRCA1
4759,RGS19,25959,TUB
4773,ADAMTSL5,60732,KRAS
4773,ADAMTSL5,50834,NRAS
4773,ADAMTSL5,68063,HRAS
4778,SNX8,78563,TCERG1L
4786,LCN6,55035,PTEN
4796,PLEKHF2,33598,BRCA1
4820,C11orf58,59570,PNO1
4820,C11orf58,36848,UGP2
4820,C11orf58,80130,MSH6
4820,C11orf58,83660,RIDA
4820,C11orf58,38837,CD46
4820,C11orf58,61622,MSH2
4820,C11orf58,31869,ARPC5
4820,C11orf58,41020,TPRKB
4820,C11orf58,40211,PDCD5
4820,C11orf58,68078,MAT2A
4820,C11orf58,37660,SGPP1
4820,C11orf58,21629,ZNF780A
4820,C11orf58,6889,NUDT21
4820,C11orf58,23635,CDC5L
4820,C11orf58,55922,POLR2K
4820,C11orf58,11090,DLD
4820,C11orf58,23526,DNAJC10
4820,C11orf58,12696,PSMD12
4820,C11orf58,28072,PPP1R2
4825,CASK,7476,PPP1CC
4825,CASK,87216,PIM2
4830,BCAP31,30092,NAE1
4839,FLVCR1,11126,ZNF124
4865,KIRREL1,54988,RUFY1
4886,ACD,72191,SMARCC2
4886,ACD,23758,SNRPA
4983,ARMC1,40259,EXOC5
4983,ARMC1,57022,MAPRE1
4983,ARMC1,73545,YWHAZ
4995,ARID1B,30424,TBP
4995,ARID1B,68063,HRAS
4995,ARID1B,50834,NRAS
4995,ARID1B,3300,BPTF
4995,ARID1B,84995,THBS3
4995,ARID1B,32596,SHARPIN
4995,ARID1B,88833,FBXO5
4995,ARID1B,3169,BCLAF1
4995,ARID1B,50831,CHST13
4995,ARID1B,14127,NINJ2
5009,FBXO6,30092,NAE1
5036,CCND3,88913,ABL1
5036,CCND3,83697,RC3H2
5036,CCND3,32667,YES1
5036,CCND3,57844,LUC7L2
5036,CCND3,23638,STAT5B
5036,CCND3,48812,NTRK1
5036,CCND3,55928,SP8
5036,CCND3,85205,TRIP13
5036,CCND3,71318,PAPOLA
5036,CCND3,61276,NTN3
5036,CCND3,59765,LCK
5036,CCND3,3921,PRKAR2A
5036,CCND3,73827,IQGAP1
5036,CCND3,29402,TRAF3
5036,CCND3,94345,RCOR1
5036,CCND3,219,TAOK1
5036,CCND3,36615,EPHA2
5036,CCND3,60479,ZNF813
5036,CCND3,20944,FYN
5036,CCND3,30949,KIT
5036,CCND3,17495,ABL2
5036,CCND3,64926,RCAN3
5038,PROSER2,82882,ARHGEF5
5038,PROSER2,33383,SPOCK1
5038,PROSER2,27155,RMND5A
5038,PROSER2,28353,DSG2
5084,GABRA6,68063,HRAS
5084,GABRA6,60732,KRAS
5084,GABRA6,50834,NRAS
5087,FAM241B,67685,KIAA0895
5091,FMR1NB,50834,NRAS
5091,FMR1NB,68063,HRAS
5091,FMR1NB,60732,KRAS
5102,TXNL1,13207,ZNF271P
5105,TMEM209,33598,BRCA1
5106,FAM174C,4574,RNF126
5138,TRAPPC2L,29430,RAB1A
5143,HOXB6,93820,PCNP
5154,SLC16A1,5337,SLC45A4
5173,ERN2,68063,HRAS
5173,ERN2,60732,KRAS
5173,ERN2,50834,NRAS
5183,PLCE1,96301,TP53
5184,DHX38,50834,NRAS
5184,DHX38,60732,KRAS
5184,DHX38,82883,SF3B3
5184,DHX38,68063,HRAS
5213,CHD7,39228,KCNJ8
5213,CHD7,68063,HRAS
5213,CHD7,50834,NRAS
5213,CHD7,52975,PRTN3
5213,CHD7,75288,HBG1
5213,CHD7,60732,KRAS
5222,RASA3,5105,TMEM209
5229,ALKBH5,30092,NAE1
5229,ALKBH5,19137,MYC
5245,CDC16,60732,KRAS
5245,CDC16,68063,HRAS
5245,CDC16,50834,NRAS
5265,HK3,17358,PEX13
5270,ANKRD13C,50834,NRAS
5270,ANKRD13C,60732,KRAS
5270,ANKRD13C,68063,HRAS
5273,BTG1,30092,NAE1
5276,POGLUT2,60732,KRAS
5276,POGLUT2,50834,NRAS
5282,KCTD2,87952,RECQL5
5293,ATP5PD,60732,KRAS
5293,ATP5PD,68063,HRAS
5293,ATP5PD,50834,NRAS
5327,KRT6B,70658,RHAG
5346,NDUFA10,9934,PTPN14
5358,PWP1,90069,TCOF1
5358,PWP1,64958,RPL28
5358,PWP1,1275,TUBGCP3
5358,PWP1,52590,VPS72
5358,PWP1,65030,RPL13
5358,PWP1,60732,KRAS
5358,PWP1,21845,SKA3
5405,EXOSC10,68063,HRAS
5405,EXOSC10,50834,NRAS
5437,ERG,70423,SLC4A2
5438,TIMM22,59973,TTC4
5438,TIMM22,1275,TUBGCP3
5438,TIMM22,60732,KRAS
5447,CCR7,51303,CD52
5471,GPR151,45554,SLCO4A1
5471,GPR151,18405,S100A10
5478,USO1,74025,RPAP3
5478,USO1,23526,DNAJC10
5483,SIL1,6653,SQSTM1
5483,SIL1,12121,LRP10
5500,FFAR2,33598,BRCA1
5540,SCPEP1,96301,TP53
5572,SPHK2,90465,TPSAB1
5577,ZMAT1,60732,KRAS
5578,NLGN3,46130,BRCA2
5578,NLGN3,55035,PTEN
5583,SEH1L,21845,SKA3
5583,SEH1L,60732,KRAS
5595,PRDX3,36735,XPNPEP1
5622,TRIM41,94087,ZFP62
5631,ALDH2,15850,APC
5631,ALDH2,43185,PHB2
5631,ALDH2,31516,ATAD5
5631,ALDH2,69367,ARID1A
5631,ALDH2,92974,XRCC3
5631,ALDH2,58426,RAD23B
5631,ALDH2,40016,RPL11
5634,EDN1,79859,TPX2
5634,EDN1,19569,TRPC4AP
5634,EDN1,77903,TUFT1
5634,EDN1,78616,MBOAT7
5639,SNX13,44515,TMEM126B
5639,SNX13,52844,RAB5A
5639,SNX13,83660,RIDA
5644,CDK17,18241,SCYL2
5646,OR10AG1,60732,KRAS
5683,CD70,30092,NAE1
5691,TAFA1,19137,MYC
5751,FURIN,89489,SLC28A1
5751,FURIN,10369,SLC29A1
5751,FURIN,44669,SLC29A2
5751,FURIN,89712,TYMS
5751,FURIN,30192,RRM1
5754,ANKRD13A,24358,CDCA8
5756,LOC284344,50834,NRAS
5763,DAPP1,812,SEMA4A
5772,MEAF6,4684,SNIP1
5824,CGREF1,30092,NAE1
5849,LSS,50834,NRAS
5869,NUMA1,84639,SF1
5896,SGF29,75929,PRR14
5898,LARS1,65499,PELO
5898,LARS1,55922,POLR2K
5898,LARS1,33868,MED14
5945,PCDHGA8,83100,PCDHGB7
5945,PCDHGA8,72144,PCDHGC3
5964,FH,2763,TBCB
5964,FH,20612,RPL36A
5964,FH,25557,RPL5
5964,FH,60554,NAA25
5964,FH,69303,TRMT5
5964,FH,33868,MED14
5964,FH,82160,MZT1
5964,FH,16744,TCF25
5964,FH,79278,SLC35A1
5964,FH,44912,GPN3
5964,FH,64369,TBCE
5964,FH,58140,LONP1
5964,FH,37892,RPLP2
5964,FH,89305,LIAS
5964,FH,34060,SNRNP200
5964,FH,19817,GTF2E1
5964,FH,74135,NOLC1
5964,FH,46547,ZNF830
5964,FH,71977,METAP2
5964,FH,2904,TUBGCP5
5964,FH,57307,GTF2H1
5964,FH,42619,ZNHIT6
5964,FH,12292,MED23
5964,FH,59973,TTC4
5964,FH,78680,NSMCE4A
5964,FH,59047,MFAP1
5964,FH,1275,TUBGCP3
5964,FH,13685,PNN
5964,FH,14417,ROMO1
5964,FH,19792,PMF1
5964,FH,56669,POLR2B
5964,FH,81470,PRMT5
5964,FH,2117,INTS3
5964,FH,46714,KDM1A
5964,FH,36205,IARS2
5964,FH,56887,GTPBP4
5964,FH,37688,TIMM17A
5964,FH,19193,LARS2
5964,FH,33887,WDR61
5964,FH,61477,KIF11
5964,FH,60065,ZNRD1
5964,FH,43092,SLC7A6OS
5964,FH,93604,SYVN1
5964,FH,66790,SKIV2L
5964,FH,8808,KCTD10
5964,FH,624,WARS2
5964,FH,5358,PWP1
5964,FH,45366,PSMB7
5964,FH,16647,PGD
5964,FH,50137,PSPH
5964,FH,29953,MASTL
5964,FH,74083,MRPS18B
5964,FH,32856,PITRM1
5964,FH,67391,UQCRB
5964,FH,1253,WDR77
5964,FH,36820,NCAPD2
5964,FH,52590,VPS72
5964,FH,12330,NCBP1
5964,FH,83660,RIDA
5964,FH,16355,RNGTT
5964,FH,55922,POLR2K
5964,FH,76566,INTS5
5964,FH,28217,LEO1
5964,FH,35315,GNPAT
5964,FH,95103,RAE1
5964,FH,51251,OGFOD1
